ID_HEX|JAPONÊS|TRADUÇÃO|NOTAS
0x4695|ヒューイ||
0x4696|ハネス||
0x4697|クロエ||
0x4698|マシュー||
0x4699|バレル||
0x469A|ディーノ||
0x469B|アイネ||
0x469C|クライネ||
0x469D|ナハトム||
0x469E|ボーン||
0x469F|マレンコフ||
0x46A0|メヴィル||
0x46A1|アロア||
0x46A2|イネス||
0x46A3|ウイニー||
0x46A4|エバンス||
0x46A5|グーフィー||
0x46A6|ケンネル||
0x46A7|コッポラ||
0x46A8|サミュエル||
0x46A9|スザナ||
0x46AA|ゼブラ||
0x46AB|ソダン||
0x46AC|タルコフ||
0x46AD|チン||
0x46AE|コッコ||
0x46AF|トマス||
0x46B0|ナスダ||
0x46B1|ヌヌス||
0x46B2|ネヴァン||
0x46B3|ノーラ||
0x46B4|ハリス||
0x46B5|ヒクソン||
0x46B6|フランソワ||
0x46B7|ベホイミン||
0x46B8|ホーガン||
0x46B9|ロイド||
0x46BA|ケネス||
0x46BB|ティム||
0x46BC|アラン||
0x46BD|ボイド||
0x46BE|セリエ||
0x46BF|ベイリー||
0x46C0|スタンリー||
0x46C1|バーキン||
0x46C2|ベッソン||
0x46C3|カニンガム||
0x46C4|ムアコック||
0x46C5|マルゴー||
0x46C6|ケリー||
0x46C7|マローネ||
0x46C8|フォイゾン||
0x46C9|ファラ||
0x46CA|アイゼン||
0x46CB|エドワウ||
0x46CC|スラキッド||
0x46CD|ギャムズ||
0x46CE|ガンツ||
0x46CF|ライオネル||
0x46D0|ジュネ||
0x46D1|イエット||
0x46D2|アグリ||
0x46D3|イザベル||
0x46D4|ウドンゲ||
0x46D5|エクル||
0x46D6|オルセン||
0x46D7|カイル||
0x46D8|ギーン||
0x46D9|クレア||
0x46DA|ゲオルグ||
0x46DB|コニー||
0x46DC|サム||
0x46DD|シリア||
0x46DE|スーザン||
0x46DF|ソーシャ||
0x46E0|タナトス||
0x46E1|チョビン||
0x46E2|ツァール||
0x46E3|ドミンゴ||
0x46E4|ナーニャ||
0x46E5|ヌルスケ||
0x46E6|ネルソン||
0x46E7|ノロイン||
0x46E8|ピス||
0x46E9|フボーク||
0x46EA|ヘレナ||
0x46EB|ボンバ||
0x46EC|マカール||
0x46ED|ムーサ||
0x46EE|メトロ||
0x46EF|ドンガアデ||
0x46F0|モンドー||
0x46F1|ヤーム||
0x46F2|ヨロレイヒ||
0x46F3|リニア||
0x46F4|ルドスト||
0x46F5|ローエル||
0x46F6|ン・ゴグス||
0x46F7|パノン||
0x46F8|アンナ||
0x46F9|ウーハン||
0x46FA|ギンタ||
0x46FB|エルドラス||
0x46FC|オベリア||
0x46FD|カブ||
0x46FE|キーマン||
0x46FF|クルタン||
0x4700|ケイ||
0x4701|コルドバ||
0x4702|サンダー||
0x4703|シンプソン||
0x4704|スラボン||
0x4705|セルシア||
0x4706|ソロース||
0x4707|ダット||
0x4708|チミン||
0x4709|ツビット||
0x470A|デービス||
0x470B|トロノア||
0x470C|ナドラス||
0x470D|ニキータ||
0x470E|ヌラリッヒ||
0x470F|ネロ||
0x4710|ノックー||
0x4711|ハインツ||
0x4712|ピット||
0x4713|ブルボン||
0x4714|ヘルニアス||
0x4715|ポルトー||
0x4716|メダリア||
0x4717|ムーンシア||
0x4718|メンドーサ||
0x4719|モニカ||
0x471A|ヤデル||
0x471B|ユリエル||
0x471C|ヨブ||
0x471D|ヤゴール||
0x471E|リグベイダ||
0x471F|ルンメニゲ||
0x4720|レンコン||
0x4721|ロザンナ||
0x4722|Ｇ・ピサロ||
0x4723|ブレンダ||
0x4724|ブラッド||
0x4725|サラーム||
0x4726|ナディーン||
0x4727|ヤッキン||
0x4728|フィオナ||
0x4729|ファーター||
0x472A|ミリアム||
0x472B|アバド||
0x472C|アベンヌ||
0x472D|ゾット||
0x472E|ナナ||
0x472F|ロッパ||
0x4730|シママ||
0x4731|リア||
0x4732|エミール||
0x4733|シモーヌ||
0x4734|イーニィ||
0x4735|ホネーン||
0x4736|ニース||
0x4737|ネッド||
0x4738|ハニー||
0x4739|カレン||
0x473A|ミノス||
0x473B|ジーダ||
0x473C|メイ||
0x473D|ワリフト||
0x473E|プライ||
0x473F|ハン||
0x4740|ラゴス||
0x4741|ビビアン||
0x4742|サイモン||
0x4743|ハスター||
0x4744|プレヤ||
0x4745|ゼニー||
0x4746|カラック||
0x4747|ミース||
0x4748|ゾフィー||
0x4749|ワンゼ||
0x474A|ミッキー||
0x474B|キリエ||
0x474C|クワット||
0x474D|ネガント||
0x474E|ピナピナ||
0x474F|コモ||
0x4750|リンドーン||
0x4751|グレッグ||
0x4752|ナンシー||
0x4753|ポリー||
0x4754|ジョン||
0x4755|シロ||
0x4756|ブリジット||
0x4757|フンバー||
0x4758|フローラ||
0x4759|カール||
0x475A|モウギュ||
0x475B|グレイ||
0x475C|マール||
0x475D|トーサカ||
0x475E|カンカン||
0x475F|ハミル||
0x4760|カザ||
0x4761|レビロ||
0x4762|エッコ||
0x4763|ブッチー||
0x4764|イラ||
0x4765|スール||
0x4766|スキット||
0x4767|コエット||
0x4768|サブロー||
0x4769|シシル||
0x476A|リボン||
0x476B|テツ||
0x476C|カルメル||
0x476D|ジェロニモ||
0x476E|シニア||
0x476F|ケンケン||
0x4770|パパヤ||
0x4771|アラザン||
0x4772|タリア||
0x4773|ジャック||
0x4774|ページ||
0x4775|ロナルド||
0x4776|クラーク||
0x4777|キンク||
0x4778|レーデリア||
0x4779|エビータ||
0x477A|エイワス||
0x477B|シボシボ||
0x477C|アスラン||
0x477D|グレアム||
0x477E|ホイックス||
0x477F|マミタン||
0x4780|ウェイト||
0x4781|サージ||
0x4782|ヒッテモニ||
0x4783|ベロリン||
0x4784|ダンドン||
0x4785|この人に　メダル王の城のことを 教えますか？||
0x4786|この人に　<TOWN>のことをプ||
0x4787|ー||
0x4788|ー||
0x4789|ェ||
0x478A|本の間に　誰かの書き残した メモがあった。 <NAME>は　手にとって読んだ。 この町で　出会った人の中に 気になる人がいる。 彼の顔を見ると　胸がドキドキする。 あたし　どうしちゃったんだろう……？||
0x478B|なし||
0x478C|イムルの牢屋||
0x478D|なぞの火口||
0x478E|ブランカ||
0x478F|さばくの宿屋||
0x4790|きつねヶ原||
0x4791|ボンモールの牢屋||
0x4792|レイクナバ||
0x4793|アネイル||
0x4794|ハバリア||
0x4795|アッテムト||
0x4796|岬のお告げ所||
0x4797|サラン||
0x4798|テンペ||
0x4799|フレノール||
0x479A|王家の墓||
0x479B|エンドール||
0x479C|エンドール関所||
0x479D|サントハイム関所||
0x479E|コナンベリー||
0x479F|ミントス||
0x47A0|モンバーバラ||
0x47A1|スタンシアラ||
0x47A2|イムル||
0x47A3|バトランド||
0x47A4|村はずれの井戸||
0x47A5|ガーデンブルグ||
0x47A6|海辺の村||
0x47A7|リバーサイド||
0x47A8|ゴットサイド||
0x47A9|メダル王の城||
0x47AA|湖の塔||
0x47AB|さえずりの塔||
0x47AC|ラスタ||
0x47AD|ゴルエイ||
0x47AE|セシル||
0x47AF|ピピン||
0x47B0|ルナ||
0x47B1|サリル||
0x47B2|エンチャ||
0x47B3|ブラーノ||
0x47B4|パル||
0x47B5|オニール||
0x47B6|ボガート||
0x47B7|コロゴロ||
0x47B8|ウォーク||
0x47B9|ピアナ||
0x47BA|ゴバン||
0x47BB|レミ||
0x47BC|ドストン||
0x47BD|シュンク||
0x47BE|マドリア||
0x47BF|プキ||
0x47C0|クロービス||
0x47C1|リンダ||
0x47C2|シアン||
0x47C3|ルルミー||
0x47C4|ペラオス||
0x47C5|レディス||
0x47C6|パグル||
0x47C7|マリン||
0x47C8|レキット||
0x47C9|ブラン||
0x47CA|ギャラン||
0x47CB|ラッツ||
0x47CC|モン||
0x47CD|コードン||
0x47CE|ハラド||
0x47CF|メサムチョ||
0x47D0|ククル||
0x47D1|カーサ||
0x47D2|ミザベラ||
0x47D3|ウィル||
0x47D4|ヤニモック||
0x47D5|ハック||
0x47D6|キレス||
0x47D7|エレン||
0x47D8|ユミナ||
0x47D9|ワルドナー||
0x47DA|ヨーレイ||
0x47DB|ロデオ||
0x47DC|レオン||
0x47DD|チャーミー||
0x47DE|ペガソ||
0x47DF|リジュ||
0x47E0|シーズ||
0x47E1|ビリア||
0x47E2|スラオット||
0x47E3|ステッド||
0x47E4|ソルドニア||
0x47E5|クーベル||
0x47E6|レエチェ||
0x47E7|エンゼラ||
0x47E8|カペッチャ||
0x47E9|ゾラック||
0x47EA|ベードン||
0x47EB|ポレリア||
0x47EC|ウルエス||
0x47ED|ナニーワ||
0x47EE|ティゴス||
0x47EF|グレント||
0x47F0|ロンソン||
0x47F1|リーベルト||
0x47F2|レイア||
0x47F3|ピンキー||
0x47F4|ジョージ||
0x47F5|ラクノン||
0x47F6|テグラー||
0x47F7|ノイマン||
0x47F8|ロードム||
0x47F9|トゥムー||
0x47FA|ランチェ||
0x47FB|シャン||
0x47FC|シェドック||
0x47FD|ランザール||
0x47FE|リシェル||
0x47FF|ニューマン||
0x4800|ゾーキー||
0x4801|スラピーノ||
0x4802|タイボーク||
0x4803|ニャニャ||
0x4804|ラ||
0x4805|ラ||
0x4806|ー||
0x4807|ールソン||
0x4808|ポラリス||
0x4809|バート||
0x480A|ホナジィ||
0x480B|エルザ||
0x480C|ロビン||
0x480D|アリ||
0x480E|ノエル||
0x480F|リヴィエラ||
0x4810|キグニー||
0x4811|コディ||
0x4812|クーガン||
0x4813|アンソニー||
0x4814|ブーケ||
0x4815|ドリス||
0x4816|ミロン||
0x4817|ヒューイ||
0x4818|ハネス||
0x4819|クロエ||
0x481A|マシュー||
0x481B|バレル||
0x481C|ディーノ||
0x481D|アイネ||
0x481E|クライネ||
0x481F|ナハトム||
0x4820|ボーン||
0x4821|マレンコフ||
0x4822|メヴィル||
0x4823|アロア||
0x4824|イネス||
0x4825|ウイニー||
0x4826|エバンス||
0x4827|グーフィー||
0x4828|ケンネル||
0x4829|コッポラ||
0x482A|サミュエル||
0x482B|スザナ||
0x482C|ゼブラ||
0x482D|ソダン||
0x482E|タルコフ||
0x482F|チン||
0x4830|コッコ||
0x4831|トマス||
0x4832|ナスダ||
0x4833|ヌヌス||
0x4834|ネヴァン||
0x4835|ノーラ||
0x4836|ハリス||
0x4837|ヒクソン||
0x4838|フランソワ||
0x4839|ベホイミン||
0x483A|ホーガン||
0x483B|ロイド||
0x483C|ケネス||
0x483D|ティム||
0x483E|アラン||
0x483F|ボイド||
0x4840|セリエ||
0x4841|ベイリー||
0x4842|スタンリー||
0x4843|バーキン||
0x4844|ベッソン||
0x4845|カニンガム||
0x4846|ムアコック||
0x4847|マルゴー||
0x4848|ケリー||
0x4849|マローネ||
0x484A|フォイゾン||
0x484B|ファラ||
0x484C|アイゼン||
0x484D|エドワウ||
0x484E|スラキッド||
0x484F|ギャムズ||
0x4850|ガンツ||
0x4851|ライオネル||
0x4852|ジュネ||
0x4853|イエット||
0x4854|アグリ||
0x4855|イザベル||
0x4856|ウドンゲ||
0x4857|エクル||
0x4858|オルセン||
0x4859|カイル||
0x485A|ギーン||
0x485B|クレア||
0x485C|ゲオルグ||
0x485D|コニー||
0x485E|サム||
0x485F|シリア||
0x4860|スーザン||
0x4861|ソーシャ||
0x4862|タナトス||
0x4863|チョビン||
0x4864|ツァール||
0x4865|ドミンゴ||
0x4866|ナーニャ||
0x4867|ヌルスケ||
0x4868|ネルソン||
0x4869|ノロイン||
0x486A|ピス||
0x486B|フボーク||
0x486C|ヘレナ||
0x486D|ボンバ||
0x486E|マカール||
0x486F|ムーサ||
0x4870|メトロ||
0x4871|ドンガアデ||
0x4872|モンドー||
0x4873|ヤーム||
0x4874|ヨロレイヒ||
0x4875|リニア||
0x4876|ルドスト||
0x4877|ローエル||
0x4878|ン・ゴグス||
0x4879|パノン||
0x487A|アンナ||
0x487B|ウーハン||
0x487C|ギンタ||
0x487D|エルドラス||
0x487E|オベリア||
0x487F|カブ||
0x4880|キーマン||
0x4881|クルタン||
0x4882|ケイ||
0x4883|コルドバ||
0x4884|サンダー||
0x4885|シンプソン||
0x4886|スラボン||
0x4887|セルシア||
0x4888|ソロース||
0x4889|ダット||
0x488A|チミン||
0x488B|ツビット||
0x488C|デービス||
0x488D|トロノア||
0x488E|ナドラス||
0x488F|ニキータ||
0x4890|ヌラリッヒ||
0x4891|ネロ||
0x4892|ノックー||
0x4893|ハインツ||
0x4894|ピット||
0x4895|ブルボン||
0x4896|ヘルニアス||
0x4897|ポルトー||
0x4898|メダリア||
0x4899|ムーンシア||
0x489A|メンドーサ||
0x489B|モニカ||
0x489C|ヤデル||
0x489D|ユリエル||
0x489E|ヨブ||
0x489F|ヤゴール||
0x48A0|リグベイダ||
0x48A1|ルンメニゲ||
0x48A2|レンコン||
0x48A3|ロザンナ||
0x48A4|Ｇ・ピサロ||
0x48A5|ブレンダ||
0x48A6|ブラッド||
0x48A7|サラーム||
0x48A8|ナディーン||
0x48A9|ヤッキン||
0x48AA|フィオナ||
0x48AB|ファーター||
0x48AC|ミリアム||
0x48AD|アバド||
0x48AE|アベンヌ||
0x48AF|ゾット||
0x48B0|ナナ||
0x48B1|ロッパ||
0x48B2|シママ||
0x48B3|リア||
0x48B4|エミール||
0x48B5|シモーヌ||
0x48B6|イーニィ||
0x48B7|ホネーン||
0x48B8|ニース||
0x48B9|ネッド||
0x48BA|ハニー||
0x48BB|カレン||
0x48BC|ミノス||
0x48BD|ジーダ||
0x48BE|メイ||
0x48BF|ワリフト||
0x48C0|プライ||
0x48C1|ハン||
0x48C2|ラゴス||
0x48C3|ビビアン||
0x48C4|サイモン||
0x48C5|ハスター||
0x48C6|プレヤ||
0x48C7|ゼニー||
0x48C8|カラック||
0x48C9|ミース||
0x48CA|ゾフィー||
0x48CB|ワンゼ||
0x48CC|ミッキー||
0x48CD|キリエ||
0x48CE|クワット||
0x48CF|ネガント||
0x48D0|ピナピナ||
0x48D1|コモ||
0x48D2|リンドーン||
0x48D3|グレッグ||
0x48D4|ナンシー||
0x48D5|ポリー||
0x48D6|ジョン||
0x48D7|シロ||
0x48D8|ブリジット||
0x48D9|フンバー||
0x48DA|フローラ||
0x48DB|カール||
0x48DC|モウギュ||
0x48DD|グレイ||
0x48DE|マール||
0x48DF|トーサカ||
0x48E0|カンカン||
0x48E1|ハミル||
0x48E2|カザ||
0x48E3|レビロ||
0x48E4|エッコ||
0x48E5|ブッチー||
0x48E6|イラ||
0x48E7|スール||
0x48E8|スキット||
0x48E9|コエット||
0x48EA|サブロー||
0x48EB|シシル||
0x48EC|リボン||
0x48ED|テツ||
0x48EE|カルメル||
0x48EF|ジェロニモ||
0x48F0|シニア||
0x48F1|ケンケン||
0x48F2|パパヤ||
0x48F3|アラザン||
0x48F4|タリア||
0x48F5|ジャック||
0x48F6|ページ||
0x48F7|ロナルド||
0x48F8|クラーク||
0x48F9|キンク||
0x48FA|レーデリア||
0x48FB|エビータ||
0x48FC|エイワス||
0x48FD|シボシボ||
0x48FE|アスラン||
0x48FF|グレアム||
0x4900|ホイックス||
0x4901|マミタン||
0x4902|ウェイト||
0x4903|サージ||
0x4904|ヒッテモニ||
0x4905|ベロリン||
0x4906|ダンドン||
0x4907|この人に　メダル王の城のことを 教えますか？||
0x4908|この人に　<TOWN>のことを 教えますか？||
0x4909|へいへい！　いらはい　いらはい！ といっても　まだ準備中です。 すいませんねえ……。||
0x490A|ホフマン「よし　これで 町の名前が決まった……と。 ホフマン「ああ　それから　 私は　これから　この町をはなれ 近くの小屋に　移ることにしました。 ホフマン「町||
0x490B|りの方は　できるだけ クチを出さずに　住人の自主性に まかせたいんですよ。 ホフマン「町の中にいると　どうしても クチ出ししたくなりますからね。 それを　さけるためですよ。 ホフマン「私は　これから　 住人の管理や　相談役などに 専念しようと思っているんです。 ホフマン「みなさんの方は　ひきつづき 人集めを　手伝ってください。 ホフマン「それでは　みなさん。 <TOWN>の発展のため 共に　がんばりましょうね！||
0x490C|ホフマン「そうですか。 では　もういちど　はじめから。||
0x490D|ホフマン「では　この町の名前は <TOWN>ということで 決まりですね？||
0x490E|ホフマン「<TOWN>ですか。 うん　いい名前です。 私じゃ　とても　考えつかない！||
0x490F|ホフマン「まあ　私としても　 自分の考えた名前になるなら うれしい限りですけど。||
0x4910|ホフマン「おや？　結||
0x4911|い私が考えた <TOWN>で　いいんですか？||
0x4912|ホフマン「やあ　思ってた通りだ。 やっぱり　<TOWN>ですか。 それ　一番の自信||
0x4913|だったんです。||
0x4914|ホフマン「うう。やっぱり　私なんかには かっこいい町の名前を　考えるなんて ムリだったんですね……。 ホフマン「まあ　しかたありません。 この上は　{7f4b}さんたちに 頼るのみです。 ホフマン「どうか　私なんかには　 考えつかないような　かっこいい 町の名前を　決めてくださいよ。||
0x4915|ホフマン「やはり　そうきましたか。 そうおっしゃると思って　私ホフマン。 最後に　とっておいたんですよ。 ホフマン「では　いきますよ。 <HERO>横丁！ フフフ。どうだ　まいったか！||
0x4916|ホフマン「あっ　やっぱり！ 私も　いまいちだと思ってたんです。 じゃあ　次のはどうです？ ホフマン「<HERO>ランド。 なかなか　いいでしょ。 気に入ってもらえましたか？||
0x4917|ホフマン「それじゃ　まずは 私の考えた候補を　移いか来 よく考えて　決めてくださいよ。 ホフマン「まずは　<HERO>タ「んこて頼よ！気に入りましたか？||
0x4918|ホフマン「どうです？ しばらく来ないうちに すっかり　ホフマンか。えたでしょう？ ホフマン「移民してきた人たちが がんばってくれてるおかげで ここも　町らしくなってきましたよ。 ホフマン「そこで　そろそろ ここにも　町らしい名前を つけようかと思ってるんですが……。 ホフマン「私が　いくつか　 候補を考えたんですけど　 どうにも　決めかねていましてね。 ホフマン「かくなる上は　移民集めに||
0x4919|「そ||
0x491A|ん　 　ている　みなさんに 決めてもらおうと　思うんですよ。||
0x491B|ホフマン「あっ　みなさん！ お待ちしていましたよ。||
0x491C|なし||
0x491D|イムルの牢屋||
0x491E|なぞの火口||
0x491F|ブランカ||
0x4920|さばくの宿屋||
0x4921|きつねヶ原||
0x4922|ボンモールの牢屋||
0x4923|レイクナバ||
0x4924|アネイル||
0x4925|ハバリア||
0x4926|アッテムト||
0x4927|岬のお告げ所||
0x4928|サラン||
0x4929|テンペ||
0x492A|フレノール||
0x492B|王家の墓||
0x492C|エンドール||
0x492D|エンドール関所||
0x492E|サントハイム関所||
0x492F|コナンベリー||
0x4930|ミントス||
0x4931|モンバーバラ||
0x4932|スタンシアラ||
0x4933|イムル||
0x4934|バトランド||
0x4935|村はずれの井戸||
0x4936|ガーデンブルグ||
0x4937|海辺の村||
0x4938|リバーサイド||
0x4939|ゴットサイド||
0x493A|メダル王の城||
0x493B|湖の塔||
0x493C|さえずりの塔||
0x493D|ラスタ||
0x493E|ゴルエイ||
0x493F|セシル||
0x4940|ピピン||
0x4941|ルナ||
0x4942|サリル||
0x4943|エンチャ||
0x4944|ブラーノ||
0x4945|パル||
0x4946|オニール||
0x4947|ボガート||
0x4948|コロゴロ||
0x4949|ウォーク||
0x494A|ピアナ||
0x494B|ゴバン||
0x494C|レミ||
0x494D|ドストン||
0x494E|シュンク||
0x494F|マドリア||
0x4950|プキ||
0x4951|クロービス||
0x4952|リンダ||
0x4953|シアン||
0x4954|ルルミー||
0x4955|ペラオス||
0x4956|レディス||
0x4957|パグル||
0x4958|マリン||
0x4959|レキット||
0x495A|ブラン||
0x495B|ギャラン||
0x495C|ラッツ||
0x495D|モン||
0x495E|コードン||
0x495F|ハラド||
0x4960|メサムチョ||
0x4961|ククル||
0x4962|カーサ||
0x4963|ミザベラ||
0x4964|ウィル||
0x4965|ヤニモック||
0x4966|ハック||
0x4967|キレス||
0x4968|エレン||
0x4969|ユミナ||
0x496A|ワルドナー||
0x496B|ヨーレイ||
0x496C|ロデオ||
0x496D|レオン||
0x496E|チャーミー||
0x496F|ペガソ||
0x4970|リジュ||
0x4971|シーズ||
0x4972|ビリア||
0x4973|スラオット||
0x4974|ステッド||
0x4975|ソルドニア||
0x4976|クーベル||
0x4977|レエチェ||
0x4978|エンゼラ||
0x4979|カペッチャ||
0x497A|ゾラック||
0x497B|ベードン||
0x497C|ポレリア||
0x497D|ウルエス||
0x497E|ナニーワ||
0x497F|ティゴス||
0x4980|グレント||
0x4981|ロンソン||
0x4982|リーベルト||
0x4983|レイア||
0x4984|ピンキー||
0x4985|ジョージ||
0x4986|ラクノン||
0x4987|テグラー||
0x4988|ノイマン||
0x4989|ロードム||
0x498A|トゥムー||
0x498B|ランチェ||
0x498C|シャン||
0x498D|シェドック||
0x498E|ランザール||
0x498F|リシェル||
0x4990|ニューマン||
0x4991|ゾーキー||
0x4992|スラピーノ||
0x4993|タイボーク||
0x4994|ニャニャ||
0x4995|ギョロ||
0x4996|ピーキー||
0x4997|ウオン||
0x4998|ルソン||
0x4999|ポラリス||
0x499A|バート||
0x499B|ホナジィ||
0x499C|エルザ||
0x499D|ロビン||
0x499E|アリ||
0x499F|ノエル||
0x49A0|リヴィエラ||
0x49A1|キグニー||
0x49A2|コディ||
0x49A3|クーガン||
0x49A4|アンソニー||
0x49A5|ブーケ||
0x49A6|ドリス||
0x49A7|ミロン||
0x49A8|ヒューイ||
0x49A9|ハネス||
0x49AA|クロエ||
0x49AB|マシュー||
0x49AC|バレル||
0x49AD|ディーノ||
0x49AE|アイネ||
0x49AF|クライネ||
0x49B0|ナハトム||
0x49B1|ボーン||
0x49B2|マレンコフ||
0x49B3|メヴィル||
0x49B4|アロア||
0x49B5|イネス||
0x49B6|ウイニー||
0x49B7|エバンス||
0x49B8|グーフィー||
0x49B9|ケンネル||
0x49BA|コッポラ||
0x49BB|サミュエル||
0x49BC|スザナ||
0x49BD|ゼブラ||
0x49BE|ソダン||
0x49BF|タルコフ||
0x49C0|チン||
0x49C1|コッコ||
0x49C2|トマス||
0x49C3|ナスダ||
0x49C4|ヌヌス||
0x49C5|ネヴァン||
0x49C6|ノーラ||
0x49C7|ハリス||
0x49C8|ヒクソン||
0x49C9|フランソワ||
0x49CA|ベホイミン||
0x49CB|ホーガン||
0x49CC|ロイド||
0x49CD|ケネス||
0x49CE|ティム||
0x49CF|アラン||
0x49D0|ボイド||
0x49D1|セリエ||
0x49D2|ベイリー||
0x49D3|スタンリー||
0x49D4|バーキン||
0x49D5|ベッソン||
0x49D6|カニンガム||
0x49D7|ムアコック||
0x49D8|マルゴー||
0x49D9|ケリー||
0x49DA|マローネ||
0x49DB|フォイゾン||
0x49DC|ファラ||
0x49DD|アイゼン||
0x49DE|エドワウ||
0x49DF|スラキッド||
0x49E0|ギャムズ||
0x49E1|ガンツ||
0x49E2|ライオネル||
0x49E3|ジュネ||
0x49E4|イエット||
0x49E5|アグリ||
0x49E6|イザベル||
0x49E7|ウドンゲ||
0x49E8|エクル||
0x49E9|オルセン||
0x49EA|カイル||
0x49EB|ギーン||
0x49EC|クレア||
0x49ED|ゲオルグ||
0x49EE|コニー||
0x49EF|サム||
0x49F0|シリア||
0x49F1|スーザン||
0x49F2|ソーシャ||
0x49F3|タナトス||
0x49F4|チョビン||
0x49F5|ツァール||
0x49F6|ドミンゴ||
0x49F7|ナーニャ||
0x49F8|ヌルスケ||
0x49F9|ネルソン||
0x49FA|ノロイン||
0x49FB|ピス||
0x49FC|フボーク||
0x49FD|ヘレナ||
0x49FE|ボンバ||
0x49FF|マカール||
0x4A00|ムーサ||
0x4A01|メトロ||
0x4A02|ドンガアデ||
0x4A03|モンドー||
0x4A04|ヤーム||
0x4A05|ヨロレイヒ||
0x4A06|リニア||
0x4A07|ルドスト||
0x4A08|ローエル||
0x4A09|ン・ゴグス||
0x4A0A|パノン||
0x4A0B|アンナ||
0x4A0C|ウーハン||
0x4A0D|ギンタ||
0x4A0E|エルドラス||
0x4A0F|オベリア||
0x4A10|カブ||
0x4A11|キーマン||
0x4A12|クルタン||
0x4A13|ケイ||
0x4A14|コルドバ||
0x4A15|サンダー||
0x4A16|シンプソン||
0x4A17|スラボン||
0x4A18|セルシア||
0x4A19|ソロース||
0x4A1A|ダット||
0x4A1B|チミン||
0x4A1C|ツビット||
0x4A1D|デービス||
0x4A1E|トロノア||
0x4A1F|ナドラス||
0x4A20|ニキータ||
0x4A21|ヌラリッヒ||
0x4A22|ネロ||
0x4A23|ノックー||
0x4A24|ハインツ||
0x4A25|ピット||
0x4A26|ブルボン||
0x4A27|ヘルニアス||
0x4A28|ポルトー||
0x4A29|メダリア||
0x4A2A|ムーンシア||
0x4A2B|メンドーサ||
0x4A2C|モニカ||
0x4A2D|ヤデル||
0x4A2E|ユリエル||
0x4A2F|ヨブ||
0x4A30|ヤゴール||
0x4A31|リグベイダ||
0x4A32|ルンメニゲ||
0x4A33|レンコン||
0x4A34|ロザンナ||
0x4A35|Ｇ・ピサロ||
0x4A36|ブレンダ||
0x4A37|ブラッド||
0x4A38|サラーム||
0x4A39|ナディーン||
0x4A3A|ヤッキン||
0x4A3B|フィオナ||
0x4A3C|ファーター||
0x4A3D|ミリアム||
0x4A3E|アバド||
0x4A3F|アベンヌ||
0x4A40|ゾット||
0x4A41|ナナ||
0x4A42|ロッパ||
0x4A43|シママ||
0x4A44|リア||
0x4A45|エミール||
0x4A46|シモーヌ||
0x4A47|イーニィ||
0x4A48|ホネーン||
0x4A49|ニース||
0x4A4A|ネッ||
0x4A4B|ー||
0x4A4C|ー||
0x4A4D|ス||
0x4A4E|ジーダ||
0x4A4F|メイ||
0x4A50|ワリフト||
0x4A51|プライ||
0x4A52|ハン||
0x4A53|ラゴス||
0x4A54|ビビアン||
0x4A55|サイモン||
0x4A56|ハスター||
0x4A57|プレヤ||
0x4A58|ゼニー||
0x4A59|カラック||
0x4A5A|ミース||
0x4A5B|ゾフィー||
0x4A5C|ワンゼ||
0x4A5D|ミッキー||
0x4A5E|キリエ||
0x4A5F|クワット||
0x4A60|ネガント||
0x4A61|ピナピナ||
0x4A62|コモ||
0x4A63|リンドーン||
0x4A64|グレッグ||
0x4A65|ナンシー||
0x4A66|ポリー||
0x4A67|ジョン||
0x4A68|シロ||
0x4A69|ブリジット||
0x4A6A|フンバー||
0x4A6B|フローラ||
0x4A6C|カール||
0x4A6D|モウギュ||
0x4A6E|グレイ||
0x4A6F|マール||
0x4A70|トーサカ||
0x4A71|カンカン||
0x4A72|ハミル||
0x4A73|カザ||
0x4A74|レビロ||
0x4A75|エッコ||
0x4A76|ブッチー||
0x4A77|イラ||
0x4A78|スール||
0x4A79|スキット||
0x4A7A|コエット||
0x4A7B|サブロー||
0x4A7C|シシル||
0x4A7D|リボン||
0x4A7E|テツ||
0x4A7F|カルメル||
0x4A80|ジェロニモ||
0x4A81|シニア||
0x4A82|ケンケン||
0x4A83|パパヤ||
0x4A84|アラザン||
0x4A85|タリア||
0x4A86|ジャック||
0x4A87|ページ||
0x4A88|ロナルド||
0x4A89|クラーク||
0x4A8A|キンク||
0x4A8B|レーデリア||
0x4A8C|エビータ||
0x4A8D|エイワス||
0x4A8E|シボシボ||
0x4A8F|アスラン||
0x4A90|グレアム||
0x4A91|ホイックス||
0x4A92|マミタン||
0x4A93|ウェイト||
0x4A94|サージ||
0x4A95|ヒッテモニ||
0x4A96|ベロリン||
0x4A97|ダンドン||
0x4A98|この人に　メダル王の城のことを 教えますか？||
0x4A99|この人に　<TOWN>のことを 教えますか？||
0x4A9A|名前の書かれていない　日記がある。 <NAME>は　手にとって読んだ。 ○月×日 町に　大きな建物ができた。 これで　どうにか町と呼べるかな？ 次は　教会の建物を作ろうという 計画があるみたいだけど 個人的に　それには賛成できないな。 なんというか　もっと 町の方向性を明確にするような 建物の建築を　望みたいところだ。||
0x4A9B|なし||
0x4A9C|イムルの牢屋||
0x4A9D|なぞの火口||
0x4A9E|ブランカ||
0x4A9F|さばくの宿屋||
0x4AA0|きつねヶ原||
0x4AA1|ボンモールの牢屋||
